CVE_VEND,FECHAELAB
1.0,2022-08-17 12:08:09.850
1.0,2022-08-17 12:21:53.437
1.0,2022-08-17 15:30:43.837
1.0,2022-08-22 16:00:22.597
1.0,2022-08-23 10:53:34.597
1.0,2022-08-23 11:01:30.783
1.0,2022-08-23 11:03:13.183
1.0,2022-08-23 11:04:59.863
1.0,2022-08-24 11:37:03.640
1.0,2022-08-25 16:45:24.063
1.0,2022-08-26 08:19:25.920
1.0,2022-08-26 08:32:47.007
1.0,2022-08-30 16:40:56.073
1.0,2022-08-31 10:56:50.123
1.0,2022-08-31 11:01:13.117
1.0,2022-08-31 11:02:47.550
1.0,2022-08-31 11:04:21.050
1.0,2022-08-31 18:54:03.927
1.0,2022-09-02 11:05:03.167
1.0,2022-09-06 17:54:19.680
1.0,2022-09-06 17:57:13.637
1.0,2022-09-06 17:58:26.090
1.0,2022-09-07 08:26:09.597
1.0,2022-09-07 12:06:47.467
1.0,2022-09-09 08:38:50.370
1.0,2022-09-09 14:16:30.517
1.0,2022-09-09 17:38:35.740
1.0,2022-09-12 11:55:01.737
1.0,2022-09-12 17:27:00.903
1.0,2022-09-14 12:27:45.103
1.0,2022-09-20 16:40:53.403
1.0,2022-09-20 18:01:21.880
1.0,2022-09-21 16:02:37.720
1.0,2022-09-22 07:53:33.477
1.0,2022-09-22 07:59:21.513
1.0,2022-09-22 14:04:03.983
1.0,2022-09-22 14:12:28.287
1.0,2022-09-22 15:19:06.987
1.0,2022-09-22 15:53:39.150
1.0,2022-09-23 14:10:01.657
1.0,2022-09-26 12:53:22.240
1.0,2022-09-26 14:14:15.870
1.0,2022-09-26 14:24:47.633
1.0,2022-09-28 16:25:26.000
1.0,2022-09-29 16:41:51.873
1.0,2022-09-30 15:58:33.877
1.0,2022-09-30 17:29:41.753
1.0,2022-09-30 17:31:40.663
1.0,2022-10-03 09:26:55.620
1.0,2022-10-04 10:27:23.877
1.0,2022-10-04 12:22:09.840
1.0,2022-10-04 12:29:42.043
1.0,2022-10-06 13:24:44.067
1.0,2022-10-06 13:47:48.300
1.0,2022-10-07 17:53:08.093
1.0,2022-10-11 13:26:03.553
1.0,2022-10-12 12:13:39.533
1.0,2022-10-14 15:35:18.980
1.0,2022-10-17 15:08:44.297
1.0,2022-10-17 15:12:35.087
1.0,2022-10-18 11:45:06.953
1.0,2022-10-18 13:21:07.283
1.0,2022-10-18 13:23:30.887
1.0,2022-10-19 13:16:53.217
1.0,2022-10-19 13:19:30.127
1.0,2022-10-20 10:35:32.323
1.0,2022-10-20 10:54:33.953
1.0,2022-10-21 09:55:59.020
1.0,2022-10-21 09:58:11.870
1.0,2022-10-24 13:19:56.290
1.0,2022-10-26 11:02:56.793
1.0,2022-10-28 12:56:51.613
1.0,2022-10-28 13:06:12.027
1.0,2022-10-31 16:30:03.807
1.0,2022-10-31 16:39:20.593
1.0,2022-11-01 17:38:28.340
1.0,2022-11-03 08:43:20.863
1.0,2022-11-04 10:39:25.693
1.0,2022-11-04 12:36:56.423
1.0,2022-11-04 14:11:38.093
1.0,2022-11-04 15:40:11.630
1.0,2022-11-04 15:49:31.657
1.0,2022-11-04 16:05:05.573
1.0,2022-11-04 17:06:51.350
1.0,2022-11-04 17:10:59.503
1.0,2022-11-08 14:34:05.157
1.0,2022-11-08 14:36:32.203
1.0,2022-11-08 16:24:15.617
1.0,2022-11-08 16:28:39.017
1.0,2022-11-09 12:50:37.000
1.0,2022-11-09 16:25:50.767
1.0,2022-11-10 14:15:55.997
1.0,2022-11-10 14:18:38.253
1.0,2022-11-11 10:53:20.203
1.0,2022-11-11 17:46:57.330
1.0,2022-11-14 16:09:56.207
1.0,2022-11-15 13:31:29.200
1.0,2022-11-16 11:58:13.600
1.0,2022-11-16 15:56:58.253
1.0,2022-11-18 10:51:41.927
1.0,2022-11-18 10:58:38.667
1.0,2022-11-18 11:37:03.807
1.0,2022-11-22 17:22:17.717
1.0,2022-11-23 11:03:41.383
1.0,2022-11-23 12:18:21.320
1.0,2022-11-23 17:41:18.027
1.0,2022-11-24 17:13:02.127
1.0,2022-11-24 17:46:46.190
1.0,2022-11-25 12:10:50.640
1.0,2022-11-25 12:15:17.097
1.0,2022-11-25 16:36:39.457
1.0,2022-11-29 17:14:38.987
1.0,2022-11-29 17:53:16.867
1.0,2022-11-30 11:03:50.277
1.0,2022-11-30 13:07:49.420
1.0,2022-11-30 15:59:24.733
1.0,2022-11-30 17:14:31.857
1.0,2022-11-30 17:16:21.040
1.0,2022-12-05 14:48:05.817
1.0,2022-12-05 15:18:02.417
1.0,2022-12-05 15:36:21.117
1.0,2022-12-05 16:13:16.663
1.0,2022-12-05 16:17:18.087
1.0,2022-12-05 16:19:23.987
1.0,2022-12-07 14:09:36.257
1.0,2022-12-07 14:13:49.453
1.0,2022-12-07 17:14:18.697
1.0,2022-12-07 17:17:17.920
1.0,2022-12-08 13:16:18.680
1.0,2022-12-08 13:36:34.340
1.0,2022-12-09 17:11:53.297
1.0,2022-12-13 10:24:04.383
1.0,2022-12-13 13:38:25.610
1.0,2022-12-13 16:04:03.193
1.0,2022-12-13 16:11:11.107
1.0,2022-12-15 17:44:53.253
1.0,2022-12-15 18:10:50.817
1.0,2022-12-15 18:12:35.577
1.0,2022-12-15 18:15:52.120
1.0,2022-12-16 08:23:11.963
1.0,2022-12-16 17:33:27.237
1.0,2022-12-19 12:25:44.137
1.0,2022-12-19 16:28:24.723
1.0,2022-12-19 16:54:29.603
1.0,2022-12-22 09:07:10.960
1.0,2022-12-22 09:09:38.777
1.0,2022-12-22 09:16:08.487
1.0,2022-12-22 09:19:10.950
1.0,2022-12-22 10:03:21.377
1.0,2022-12-22 10:09:04.307
1.0,2022-12-22 10:11:17.380
1.0,2022-12-23 08:33:45.843
1.0,2023-01-04 12:50:48.930
1.0,2023-01-05 10:31:45.190
1.0,2023-01-06 11:57:12.690
1.0,2023-01-09 10:57:17.467
1.0,2023-01-09 13:07:48.560
1.0,2023-01-09 13:09:46.610
1.0,2023-01-10 11:16:17.873
1.0,2023-01-12 08:35:59.933
1.0,2023-01-19 12:01:15.360
1.0,2023-01-19 12:14:11.537
1.0,2023-01-20 10:25:09.910
1.0,2023-01-20 10:29:15.303
1.0,2023-01-24 11:48:28.377
1.0,2023-01-24 11:52:19.267
1.0,2023-01-24 13:43:29.767
1.0,2023-01-25 10:51:25.020
1.0,2023-01-26 12:14:51.540
1.0,2023-01-26 14:38:30.843
1.0,2023-01-27 12:50:42.067
1.0,2023-01-30 13:16:40.777
1.0,2023-01-30 13:39:35.417
1.0,2023-01-30 14:35:41.680
1.0,2023-02-02 10:47:15.430
1.0,2023-02-02 16:34:12.463
1.0,2023-02-04 10:21:59.230
1.0,2023-02-07 11:24:08.280
1.0,2023-02-07 11:26:10.033
1.0,2023-02-07 11:28:24.163
1.0,2023-02-07 13:11:22.820
1.0,2023-02-07 13:13:57.360
1.0,2023-02-08 15:59:32.003
1.0,2023-02-08 17:51:42.470
1.0,2023-02-09 13:31:45.170
1.0,2023-02-09 13:45:43.717
1.0,2023-02-10 12:31:20.343
1.0,2023-02-10 12:33:35.247
1.0,2023-02-10 12:35:22.833
1.0,2023-02-10 12:39:23.730
1.0,2023-02-10 13:22:15.983
1.0,2023-02-14 12:47:45.537
1.0,2023-02-15 11:59:04.793
1.0,2023-02-15 12:06:12.760
1.0,2023-02-16 16:52:12.990
1.0,2023-02-16 17:19:00.207
1.0,2023-02-17 10:04:22.137
1.0,2023-02-17 10:07:29.283
1.0,2023-02-17 16:12:59.960
1.0,2023-02-17 16:18:30.877
1.0,2023-02-21 16:59:59.327
1.0,2023-02-22 17:07:37.903
1.0,2023-02-22 17:10:53.780
1.0,2023-02-22 17:13:11.377
1.0,2023-02-22 17:14:52.580
1.0,2023-02-22 17:21:11.220
1.0,2023-02-22 17:41:35.700
1.0,2023-02-22 17:44:25.870
1.0,2023-02-22 17:46:33.623
1.0,2023-02-22 17:48:41.813
1.0,2023-02-22 17:50:28.913
1.0,2023-02-23 09:53:48.587
1.0,2023-02-24 11:17:09.957
1.0,2023-02-24 11:21:57.587
1.0,2023-02-24 11:31:56.213
1.0,2023-02-24 15:21:58.163
1.0,2023-02-27 11:38:21.277
1.0,2023-02-27 11:54:39.580
1.0,2023-02-27 16:50:56.903
1.0,2023-02-27 16:53:08.647
1.0,2023-02-28 14:13:31.633
1.0,2023-02-28 16:42:48.163
1.0,2023-03-01 12:58:23.397
1.0,2023-03-03 16:57:28.560
2.0,2019-09-03 14:23:45.000
2.0,2019-09-04 10:53:53.000
2.0,2019-09-04 10:56:44.000
2.0,2019-09-04 11:14:44.000
2.0,2019-09-04 12:23:05.000
2.0,2019-09-04 12:36:15.000
2.0,2019-09-04 13:03:04.000
2.0,2019-09-04 13:19:19.000
2.0,2019-09-04 13:44:13.000
2.0,2019-09-04 16:42:39.000
2.0,2019-09-04 16:59:46.000
2.0,2019-09-05 10:09:49.000
2.0,2019-09-05 11:05:04.000
2.0,2019-09-05 11:54:36.000
2.0,2019-09-06 09:18:27.000
2.0,2019-09-06 12:01:36.000
2.0,2019-09-06 12:51:40.000
2.0,2019-09-06 12:57:54.000
2.0,2019-09-06 17:00:39.000
2.0,2019-09-09 11:02:26.000
2.0,2019-09-09 11:52:59.000
2.0,2019-09-09 12:30:50.000
2.0,2019-09-09 13:41:47.000
2.0,2019-09-09 17:59:33.000
2.0,2019-09-09 18:03:01.000
2.0,2019-09-10 08:11:37.000
2.0,2019-09-10 08:25:34.000
2.0,2019-09-10 08:32:04.000
2.0,2019-09-10 08:55:27.000
2.0,2019-09-10 12:08:03.000
2.0,2019-09-10 12:19:51.000
2.0,2019-09-10 12:37:23.000
2.0,2019-09-10 12:54:46.000
2.0,2019-09-10 12:57:22.000
2.0,2019-09-10 13:08:53.000
2.0,2019-09-10 13:14:49.000
2.0,2019-09-10 13:58:40.000
2.0,2019-09-10 14:37:36.000
2.0,2019-09-10 14:46:22.000
2.0,2019-09-10 15:04:34.000
2.0,2019-09-11 09:50:09.000
2.0,2019-09-11 11:16:23.000
2.0,2019-09-11 11:47:29.000
2.0,2019-09-11 12:19:45.000
2.0,2019-09-11 12:38:24.000
2.0,2019-09-11 13:02:15.000
2.0,2019-09-11 15:34:55.000
2.0,2019-09-11 15:43:29.000
2.0,2019-09-11 15:49:38.000
2.0,2019-09-11 18:38:45.000
2.0,2019-09-12 09:42:46.000
2.0,2019-09-12 10:02:17.000
2.0,2019-09-12 11:57:45.000
2.0,2019-09-12 12:14:28.000
2.0,2019-09-12 12:25:52.000
2.0,2019-09-12 12:49:12.000
2.0,2019-09-12 13:27:48.000
2.0,2019-09-12 13:38:10.000
2.0,2019-09-12 13:50:21.000
2.0,2019-09-12 13:58:25.000
2.0,2019-09-12 14:13:47.000
2.0,2019-09-12 14:21:25.000
2.0,2019-09-12 14:30:44.000
2.0,2019-09-12 17:12:07.000
2.0,2019-09-12 17:57:25.000
2.0,2019-09-13 11:05:27.000
2.0,2019-09-13 11:35:37.000
2.0,2019-09-13 12:34:19.000
2.0,2019-09-13 13:25:10.000
2.0,2019-09-13 13:30:56.000
2.0,2019-09-13 13:50:04.000
2.0,2019-09-13 14:13:33.000
2.0,2019-09-13 14:56:01.000
2.0,2019-09-17 09:10:13.000
2.0,2019-09-17 11:27:16.000
2.0,2019-09-17 12:01:03.000
2.0,2019-09-17 12:08:40.000
2.0,2019-09-17 12:58:56.000
2.0,2019-09-17 14:20:57.000
2.0,2019-09-17 14:51:50.000
2.0,2019-09-17 16:35:13.000
2.0,2019-09-17 16:52:23.000
2.0,2019-09-17 17:32:02.000
2.0,2019-09-17 18:12:58.000
2.0,2019-09-17 18:24:40.000
2.0,2019-09-17 18:29:51.000
2.0,2019-09-18 09:16:56.000
2.0,2019-09-18 09:55:33.000
2.0,2019-09-18 10:06:21.000
2.0,2019-09-18 10:12:54.000
2.0,2019-09-18 10:24:04.000
2.0,2019-09-18 10:25:41.000
2.0,2019-09-18 10:45:39.000
2.0,2019-09-18 10:57:23.000
2.0,2019-09-18 11:28:31.000
2.0,2019-09-18 12:50:46.000
2.0,2019-09-18 17:00:36.000
2.0,2019-09-18 17:32:19.000
2.0,2019-09-19 09:10:43.000
2.0,2019-09-19 09:43:29.000
2.0,2019-09-19 10:33:44.000
2.0,2019-09-19 10:52:33.000
2.0,2019-09-19 11:03:10.000
2.0,2019-09-19 11:14:09.000
2.0,2019-09-19 11:38:08.000
2.0,2019-09-19 11:44:05.000
2.0,2019-09-19 12:03:33.000
2.0,2019-09-19 12:28:34.000
2.0,2019-09-19 12:38:26.000
2.0,2019-09-19 12:44:04.000
2.0,2019-09-19 13:28:02.000
2.0,2019-09-19 15:16:38.000
2.0,2019-09-19 15:39:01.000
2.0,2019-09-19 15:48:36.000
2.0,2019-09-19 16:02:52.000
2.0,2019-09-19 17:51:07.000
2.0,2019-09-20 08:55:53.000
2.0,2019-09-20 11:20:53.000
2.0,2019-09-20 11:29:56.000
2.0,2019-09-20 11:35:23.000
2.0,2019-09-20 12:06:14.000
2.0,2019-09-20 12:25:01.000
2.0,2019-09-20 12:50:45.000
2.0,2019-09-20 14:23:43.000
2.0,2019-09-20 14:26:26.000
2.0,2019-09-20 14:28:50.000
2.0,2019-09-20 15:03:23.000
2.0,2019-09-20 15:04:50.000
2.0,2019-09-20 15:08:02.000
2.0,2019-09-20 15:09:14.000
2.0,2019-09-20 15:10:23.000
2.0,2019-09-20 15:11:37.000
2.0,2019-09-20 17:26:55.000
2.0,2019-09-20 17:54:09.000
2.0,2019-09-23 09:52:38.000
2.0,2019-09-23 10:43:41.000
2.0,2019-09-23 10:46:06.000
2.0,2019-09-23 10:50:55.000
2.0,2019-09-23 10:56:35.000
2.0,2019-09-23 11:03:15.000
2.0,2019-09-23 12:52:56.000
2.0,2019-09-23 13:12:30.000
2.0,2019-09-23 13:43:03.000
2.0,2019-09-23 13:45:05.000
2.0,2019-09-23 13:54:19.000
2.0,2019-09-23 13:56:43.000
2.0,2019-09-23 13:59:19.000
2.0,2019-09-23 14:25:28.000
2.0,2019-09-23 14:27:10.000
2.0,2019-09-23 14:57:46.000
2.0,2019-09-23 15:26:10.000
2.0,2019-09-23 18:21:27.000
2.0,2019-09-24 10:54:25.000
2.0,2019-09-24 11:19:53.000
2.0,2019-09-24 12:28:53.000
2.0,2019-09-24 12:46:36.000
2.0,2019-09-24 15:23:23.000
2.0,2019-09-24 18:31:07.000
2.0,2019-09-24 18:40:03.000
2.0,2019-09-24 18:41:24.000
2.0,2019-09-24 18:42:51.000
2.0,2019-09-24 18:53:36.000
2.0,2019-09-25 10:10:44.000
2.0,2019-09-25 10:52:47.000
2.0,2019-09-25 11:59:43.000
2.0,2019-09-25 12:29:02.000
2.0,2019-09-25 12:40:15.000
2.0,2019-09-25 16:41:35.000
2.0,2019-09-25 17:19:28.000
2.0,2019-09-26 12:11:34.000
2.0,2019-09-26 12:42:39.000
2.0,2019-09-26 13:45:46.000
2.0,2019-09-26 14:08:07.000
2.0,2019-09-26 16:06:12.000
2.0,2019-09-26 16:10:11.000
2.0,2019-09-26 16:12:30.000
2.0,2019-09-26 16:13:39.000
2.0,2019-09-26 16:14:56.000
2.0,2019-09-26 16:28:39.000
2.0,2019-09-26 16:38:47.000
2.0,2019-09-27 10:44:04.000
2.0,2019-09-27 11:08:37.000
2.0,2019-09-27 11:27:22.000
2.0,2019-09-27 12:27:50.000
2.0,2019-09-27 12:42:14.000
2.0,2019-09-27 13:24:09.000
2.0,2019-09-27 14:44:11.000
2.0,2019-09-27 14:49:19.000
2.0,2019-09-27 16:09:53.000
2.0,2019-09-27 17:34:47.000
2.0,2019-09-30 12:24:41.000
2.0,2019-09-30 12:46:37.000
2.0,2019-09-30 12:50:23.000
2.0,2019-09-30 13:13:13.000
2.0,2019-09-30 13:51:43.000
2.0,2019-09-30 13:54:53.000
2.0,2019-09-30 14:14:11.000
2.0,2019-09-30 14:50:50.000
2.0,2019-09-30 16:38:15.000
2.0,2019-09-30 16:51:52.000
2.0,2019-09-30 17:02:07.000
2.0,2019-09-30 17:12:47.000
2.0,2019-09-30 17:49:32.000
2.0,2019-09-30 17:53:14.000
2.0,2019-09-30 17:57:33.000
2.0,2019-09-30 18:04:25.000
2.0,2019-09-30 18:07:24.000
2.0,2019-09-30 18:12:59.000
2.0,2019-09-30 18:16:37.000
2.0,2019-09-30 18:19:36.000
2.0,2019-09-30 18:25:04.000
2.0,2019-09-30 18:39:06.000
2.0,2019-09-30 18:39:45.000
2.0,2019-09-30 18:40:55.000
2.0,2019-09-30 18:41:36.000
2.0,2019-09-30 18:44:04.000
2.0,2019-09-30 18:44:11.000
2.0,2019-09-30 18:46:02.000
2.0,2019-09-30 18:46:04.000
2.0,2019-09-30 18:48:00.000
2.0,2019-09-30 18:48:19.000
2.0,2019-09-30 18:49:45.000
2.0,2019-09-30 18:50:36.000
2.0,2019-09-30 18:51:21.000
2.0,2019-09-30 18:52:41.000
2.0,2019-10-02 09:36:28.000
2.0,2019-10-02 09:57:08.000
2.0,2019-10-02 10:16:03.000
2.0,2019-10-02 10:46:38.000
2.0,2019-10-02 10:55:24.000
2.0,2019-10-02 11:36:29.000
2.0,2019-10-02 11:51:03.000
2.0,2019-10-02 13:20:01.000
2.0,2019-10-02 13:25:57.000
2.0,2019-10-02 16:44:30.000
2.0,2019-10-02 17:35:40.000
2.0,2019-10-02 17:48:37.000
2.0,2019-10-02 17:50:47.000
2.0,2019-10-02 17:59:56.000
2.0,2019-10-02 18:15:05.000
2.0,2019-10-03 11:39:22.000
2.0,2019-10-03 12:29:47.000
2.0,2019-10-03 12:58:09.000
2.0,2019-10-03 13:20:55.000
2.0,2019-10-03 15:18:43.000
2.0,2019-10-03 15:27:30.000
2.0,2019-10-03 15:33:11.000
2.0,2019-10-03 15:45:30.000
2.0,2019-10-03 16:51:20.000
2.0,2019-10-03 17:05:17.000
2.0,2019-10-03 17:24:07.000
2.0,2019-10-03 17:26:01.000
2.0,2019-10-03 17:28:38.000
2.0,2019-10-03 17:50:14.000
2.0,2019-10-03 17:58:38.000
2.0,2019-10-03 18:05:22.000
2.0,2019-10-03 18:07:28.000
2.0,2019-10-03 18:15:23.000
2.0,2019-10-04 09:16:14.000
2.0,2019-10-04 10:19:42.000
2.0,2019-10-04 11:00:19.000
2.0,2019-10-04 11:05:54.000
2.0,2019-10-04 11:14:41.000
2.0,2019-10-04 11:21:36.000
2.0,2019-10-04 11:55:27.000
2.0,2019-10-04 12:01:57.000
2.0,2019-10-04 12:04:53.000
2.0,2019-10-04 12:53:42.000
2.0,2019-10-04 13:02:18.000
2.0,2019-10-04 13:07:12.000
2.0,2019-10-04 13:13:41.000
2.0,2019-10-04 13:54:35.000
2.0,2019-10-04 15:00:43.000
2.0,2019-10-04 15:35:38.000
2.0,2019-10-04 17:10:34.000
2.0,2019-10-04 17:24:13.000
2.0,2019-10-04 17:30:47.000
2.0,2019-10-07 11:15:37.000
2.0,2019-10-07 12:56:18.000
2.0,2019-10-07 13:03:17.000
2.0,2019-10-07 13:54:39.000
2.0,2019-10-07 14:06:08.000
2.0,2019-10-07 17:09:03.000
2.0,2019-10-07 17:22:56.000
2.0,2019-10-07 17:27:11.000
2.0,2019-10-07 18:09:03.000
2.0,2019-10-08 10:23:45.000
2.0,2019-10-08 11:29:07.000
2.0,2019-10-08 13:36:18.000
2.0,2019-10-08 13:51:27.000
2.0,2019-10-08 16:36:30.000
2.0,2019-10-08 17:20:20.000
2.0,2019-10-08 17:25:57.000
2.0,2019-10-08 17:31:34.000
2.0,2019-10-08 18:14:37.000
2.0,2019-10-09 10:19:55.000
2.0,2019-10-09 10:29:59.000
2.0,2019-10-09 10:45:48.000
2.0,2019-10-09 11:06:58.000
2.0,2019-10-09 11:52:05.000
2.0,2019-10-09 12:59:47.000
2.0,2019-10-09 17:20:34.000
2.0,2019-10-10 08:41:54.000
2.0,2019-10-10 11:28:31.000
2.0,2019-10-10 11:39:29.000
2.0,2019-10-10 12:45:44.000
2.0,2019-10-10 13:44:24.000
2.0,2019-10-10 14:17:24.000
2.0,2019-10-10 14:20:37.000
2.0,2019-10-10 14:28:55.000
2.0,2019-10-10 15:17:18.000
2.0,2019-10-10 15:34:31.000
2.0,2019-10-10 17:52:02.000
2.0,2019-10-10 18:01:22.000
2.0,2019-10-11 09:19:12.000
2.0,2019-10-11 10:35:32.000
2.0,2019-10-11 10:57:29.000
2.0,2019-10-11 11:14:57.000
2.0,2019-10-11 11:25:04.000
2.0,2019-10-11 11:31:39.000
2.0,2019-10-11 12:13:28.000
2.0,2019-10-11 12:33:19.000
2.0,2019-10-11 13:45:50.000
2.0,2019-10-11 15:10:33.000
2.0,2019-10-11 15:26:48.000
2.0,2019-10-11 15:28:27.000
2.0,2019-10-11 18:08:05.000
2.0,2019-10-11 18:11:54.000
2.0,2019-10-14 12:00:10.000
2.0,2019-10-14 13:44:08.000
2.0,2019-10-14 17:03:35.000
2.0,2019-10-14 17:21:01.000
2.0,2019-10-14 17:42:31.000
2.0,2019-10-15 08:52:07.000
2.0,2019-10-15 09:23:39.000
2.0,2019-10-15 10:06:12.000
2.0,2019-10-15 10:47:54.000
2.0,2019-10-15 12:15:52.000
2.0,2019-10-15 12:32:27.000
2.0,2019-10-15 12:54:18.000
2.0,2019-10-15 16:42:23.000
2.0,2019-10-15 16:51:42.000
2.0,2019-10-16 10:40:03.000
2.0,2019-10-16 12:17:26.000
2.0,2019-10-16 12:18:48.000
2.0,2019-10-16 13:13:30.000
2.0,2019-10-16 13:57:30.000
2.0,2019-10-16 15:28:46.000
2.0,2019-10-16 16:50:29.000
2.0,2019-10-16 17:26:23.000
2.0,2019-10-16 18:19:36.000
2.0,2019-10-16 18:25:54.000
2.0,2019-10-17 08:12:57.000
2.0,2019-10-17 08:45:28.000
2.0,2019-10-17 10:19:28.000
2.0,2019-10-17 12:16:59.000
2.0,2019-10-17 12:26:22.000
2.0,2019-10-17 12:28:09.000
2.0,2019-10-17 12:55:52.000
2.0,2019-10-17 13:07:16.000
2.0,2019-10-17 13:54:15.000
2.0,2019-10-17 14:37:10.000
2.0,2019-10-17 16:52:48.000
2.0,2019-10-17 17:06:59.000
2.0,2019-10-18 09:33:00.000
2.0,2019-10-18 10:45:24.000
2.0,2019-10-18 11:00:33.000
2.0,2019-10-18 11:34:33.000
2.0,2019-10-18 12:06:23.000
2.0,2019-10-18 13:50:45.000
2.0,2019-10-18 16:10:58.000
2.0,2019-10-18 16:22:30.000
2.0,2019-10-21 10:31:44.000
2.0,2019-10-21 11:24:33.000
2.0,2019-10-21 12:08:39.000
2.0,2019-10-21 12:21:01.000
2.0,2019-10-21 14:55:37.000
2.0,2019-10-21 16:36:42.000
2.0,2019-10-21 17:23:47.000
2.0,2019-10-21 17:31:45.000
2.0,2019-10-21 17:47:48.000
2.0,2019-10-21 18:08:25.000
2.0,2019-10-22 10:58:13.000
2.0,2019-10-22 13:49:34.000
2.0,2019-10-22 17:16:44.000
2.0,2019-10-22 17:23:22.000
2.0,2019-10-22 18:11:29.000
2.0,2019-10-23 09:32:59.000
2.0,2019-10-23 09:42:13.000
2.0,2019-10-23 10:12:46.000
2.0,2019-10-23 10:47:05.000
2.0,2019-10-23 11:23:06.000
2.0,2019-10-23 11:37:02.000
2.0,2019-10-23 11:51:30.000
2.0,2019-10-23 12:41:35.000
2.0,2019-10-23 12:49:32.000
2.0,2019-10-23 13:02:45.000
2.0,2019-10-23 13:04:15.000
2.0,2019-10-23 13:06:04.000
2.0,2019-10-23 13:34:53.000
2.0,2019-10-23 14:09:40.000
2.0,2019-10-23 14:17:08.000
2.0,2019-10-23 14:35:17.000
2.0,2019-10-23 15:44:58.000
2.0,2019-10-23 16:46:39.000
2.0,2019-10-23 16:50:38.000
2.0,2019-10-23 17:12:02.000
2.0,2019-10-23 17:23:27.000
2.0,2019-10-24 09:38:00.000
2.0,2019-10-24 10:23:53.000
2.0,2019-10-24 11:01:28.000
2.0,2019-10-24 11:07:07.000
2.0,2019-10-24 11:39:00.000
2.0,2019-10-24 12:35:09.000
2.0,2019-10-24 12:50:21.000
2.0,2019-10-24 12:57:56.000
2.0,2019-10-24 14:36:30.000
2.0,2019-10-24 14:50:27.000
2.0,2019-10-24 17:11:02.000
2.0,2019-10-24 17:13:42.000
2.0,2019-10-25 10:20:40.000
2.0,2019-10-25 11:29:45.000
2.0,2019-10-25 12:59:04.000
2.0,2019-10-25 13:02:29.000
2.0,2019-10-25 13:12:48.000
2.0,2019-10-25 13:23:15.000
2.0,2019-10-25 16:04:04.000
2.0,2019-10-28 09:32:27.000
2.0,2019-10-28 10:13:21.000
2.0,2019-10-28 11:16:52.000
2.0,2019-10-28 12:42:06.000
2.0,2019-10-28 14:22:06.000
2.0,2019-10-28 16:37:06.000
2.0,2019-10-28 17:52:54.000
2.0,2019-10-29 09:32:12.000
2.0,2019-10-29 09:57:19.000
2.0,2019-10-29 10:38:00.000
2.0,2019-10-29 11:21:33.000
2.0,2019-10-29 11:50:09.000
2.0,2019-10-29 12:46:47.000
2.0,2019-10-29 13:31:43.000
2.0,2019-10-29 14:12:54.000
2.0,2019-10-29 14:21:45.000
2.0,2019-10-29 17:01:47.000
2.0,2019-10-29 17:22:28.000
2.0,2019-10-29 17:30:03.000
2.0,2019-10-29 17:59:15.000
2.0,2019-10-30 09:09:24.000
2.0,2019-10-30 09:57:25.000
2.0,2019-10-30 10:30:53.000
2.0,2019-10-30 11:08:06.000
2.0,2019-10-30 13:12:32.000
2.0,2019-10-30 14:05:25.000
2.0,2019-10-30 14:35:28.000
2.0,2019-10-30 14:40:57.000
2.0,2019-10-30 15:38:18.000
2.0,2019-10-30 16:31:04.000
2.0,2019-10-30 17:43:16.000
2.0,2019-10-30 17:47:54.000
2.0,2019-10-30 17:55:21.000
2.0,2019-10-31 08:12:14.000
2.0,2019-10-31 09:09:32.000
2.0,2019-10-31 09:15:05.000
2.0,2019-10-31 09:57:46.000
2.0,2019-10-31 10:34:46.000
2.0,2019-10-31 10:49:47.000
2.0,2019-10-31 16:15:18.000
2.0,2019-10-31 16:21:42.000
2.0,2019-10-31 16:23:52.000
2.0,2019-10-31 17:49:04.000
2.0,2019-10-31 17:53:59.000
2.0,2019-10-31 18:03:33.000
2.0,2019-10-31 18:06:09.000
2.0,2019-10-31 18:08:22.000
2.0,2019-10-31 18:13:21.000
2.0,2019-10-31 18:15:15.000
2.0,2019-10-31 18:18:45.000
2.0,2019-10-31 18:21:03.000
2.0,2019-11-04 10:15:37.000
2.0,2019-11-04 10:18:23.000
2.0,2019-11-04 10:23:10.000
2.0,2019-11-04 10:27:52.000
2.0,2019-11-04 10:41:48.000
2.0,2019-11-04 10:48:24.000
2.0,2019-11-04 10:55:14.000
2.0,2019-11-04 11:10:25.000
2.0,2019-11-04 11:15:21.000
2.0,2019-11-04 11:33:13.000
2.0,2019-11-04 12:13:36.000
2.0,2019-11-04 12:23:11.000
2.0,2019-11-04 12:31:31.000
2.0,2019-11-04 15:18:06.000
2.0,2019-11-04 16:41:10.000
2.0,2019-11-04 16:49:14.000
2.0,2019-11-04 17:50:14.000
2.0,2019-11-05 10:15:32.000
2.0,2019-11-05 11:47:40.000
2.0,2019-11-05 12:34:10.000
2.0,2019-11-05 12:36:38.000
2.0,2019-11-05 12:42:22.000
2.0,2019-11-05 12:50:15.000
2.0,2019-11-05 13:02:37.000
2.0,2019-11-05 14:22:51.000
2.0,2019-11-05 17:06:43.000
2.0,2019-11-06 08:26:32.000
2.0,2019-11-06 08:57:53.000
2.0,2019-11-06 11:40:39.000
2.0,2019-11-06 12:03:49.000
2.0,2019-11-06 12:21:49.000
2.0,2019-11-06 13:58:54.000
2.0,2019-11-06 16:22:55.000
2.0,2019-11-07 09:20:27.000
